"Monthly age-standardised mortality rates by vaccination status by age group for all cause deaths, deaths involving COVID-19 and deaths not involving COVID-19, per 100,000 person-years, England, deaths occurring between 1 January 2021 and 31 May 2022"										
This worksheet contains 1 table.										
"Source: Source: Office for National Statistics, National Immunisation Management Service."										
Cause of Death	Year	Month	Age group	Vaccination status	Count of deaths	Person-years	"Age-standardised mortality rate / 100,000 person-years"	Noted as Unreliable	Lower confidence limit	Upper confidence limit
Non-COVID-19 deaths	2021	October	80-89	"First dose, at least 21 days ago"	250	815	30004.3		26250.9	33757.7
Non-COVID-19 deaths	2021	October	80-89	"Second dose, less than 21 days ago"	15	83	16040.7	u	8901.0	26570.1
Non-COVID-19 deaths	2021	October	80-89	"Second dose, at least 21 days ago"	9828	87661	11097.2		10877.6	11316.7
Non-COVID-19 deaths	2021	October	80-89	"Third dose or booster, less than 21 days ago"	1624	62893	2576.4		2451.1	2701.7
Non-COVID-19 deaths	2021	October	80-89	"Third dose or booster, at least 21 days ago"	549	18624	2938.6		2692.7	3184.4
Non-COVID-19 deaths	2021	October	90+	Unvaccinated	261	1231	21199.9		18705.6	23934.2
Non-COVID-19 deaths	2021	October	90+	"First dose, less than 21 days ago"	10	12	84607.3	u	40504.7	155606.6
Non-COVID-19 deaths	2021	October	90+	"First dose, at least 21 days ago"	156	289	54031.6		45884.8	63207.5
Non-COVID-19 deaths	2021	October	90+	"Second dose, less than 21 days ago"	8	31	25521.9	u	10989.2	50291.3
Non-COVID-19 deaths	2021	October	90+	"Second dose, at least 21 days ago"	6230	22410	27799.8		27113.7	28498.9
Non-COVID-19 deaths	2021	October	90+	"Third dose or booster, less than 21 days ago"	1112	11843	9389.5		8845.7	9958.1
Non-COVID-19 deaths	2021	October	90+	"Third dose or booster, at least 21 days ago"	353	3168	11143.3		10011.0	12368.6
Non-COVID-19 deaths	2021	November	18-39	Unvaccinated	75	201235	39.9		31.3	50.1
Non-COVID-19 deaths	2021	November	18-39	"First dose, less than 21 days ago"	<3	4946	x		x	x
Non-COVID-19 deaths	2021	November	18-39	"First dose, at least 21 days ago"	31	54993	71.6		47.5	103.0
Non-COVID-19 deaths	2021	November	18-39	"Second dose, less than 21 days ago"	<3	12673	x		x	x
Non-COVID-19 deaths	2021	November	18-39	"Second dose, at least 21 days ago"	194	594454	32.8		28.2	37.4
Non-COVID-19 deaths	2021	November	18-39	"Third dose or booster, less than 21 days ago"	12	22285	54.3	u	27.2	96.1
Non-COVID-19 deaths	2021	November	18-39	"Third dose or booster, at least 21 days ago"	16	26074	60.3	u	33.2	99.8
Non-COVID-19 deaths	2021	November	40-49	Unvaccinated	94	57310	173.0		139.6	212.1
Non-COVID-19 deaths	2021	November	40-49	"First dose, less than 21 days ago"	<3	785	x		x	x
Non-COVID-19 deaths	2021	November	40-49	"First dose, at least 21 days ago"	35	10966	343.9		238.8	479.1
Non-COVID-19 deaths	2021	November	40-49	"Second dose, less than 21 days ago"	<3	1804	x		x	x
Non-COVID-19 deaths	2021	November	40-49	"Second dose, at least 21 days ago"	390	328732	117.9		106.2	129.6
Non-COVID-19 deaths	2021	November	40-49	"Third dose or booster, less than 21 days ago"	34	24640	139.9		96.4	196.1
Non-COVID-19 deaths	2021	November	40-49	"Third dose or booster, at least 21 days ago"	45	25721	166.3		121.0	222.9
Non-COVID-19 deaths	2021	November	50-59	Unvaccinated	187	37556	502.3		430.2	574.4
Non-COVID-19 deaths	2021	November	50-59	"First dose, less than 21 days ago"	3	400	800.3	u	160.6	2349.6
Non-COVID-19 deaths	2021	November	50-59	"First dose, at least 21 days ago"	99	6658	1519.2		1233.4	1851.0
Non-COVID-19 deaths	2021	November	50-59	"Second dose, less than 21 days ago"	<3	895	x		x	x
Non-COVID-19 deaths	2021	November	50-59	"Second dose, at least 21 days ago"	1252	364657	340.6		321.7	359.4
Non-COVID-19 deaths	2021	November	50-59	"Third dose or booster, less than 21 days ago"	121	65861	178.3		146.1	210.4
Non-COVID-19 deaths	2021	November	50-59	"Third dose or booster, at least 21 days ago"	159	51299	301.8		254.6	349.0
Non-COVID-19 deaths	2021	November	60-69	Unvaccinated	261	20949	1304.8		1145.0	1464.5
Non-COVID-19 deaths	2021	November	60-69	"First dose, less than 21 days ago"	5	165	2791.6	u	868.2	6590.3
Non-COVID-19 deaths	2021	November	60-69	"First dose, at least 21 days ago"	133	3104	4514.0		3733.3	5294.6
Non-COVID-19 deaths	2021	November	60-69	"Second dose, less than 21 days ago"	6	351	1977.9	u	698.7	4355.6
Non-COVID-19 deaths	2021	November	60-69	"Second dose, at least 21 days ago"	2543	237098	1147.6		1102.3	1193.0
Non-COVID-19 deaths	2021	November	60-69	"Third dose or booster, less than 21 days ago"	410	115117	340.1		306.3	373.8
Non-COVID-19 deaths	2021	November	60-69	"Third dose or booster, at least 21 days ago"	430	59015	707.6		640.1	775.1
Non-COVID-19 deaths	2021	November	70-79	Unvaccinated	312	9923	3284.1		2916.0	3652.3
Non-COVID-19 deaths	2021	November	70-79	"First dose, less than 21 days ago"	5	62	8621.2	u	2784.9	20147.5
Non-COVID-19 deaths	2021	November	70-79	"First dose, at least 21 days ago"	158	1432	11261.3		9501.0	13021.6
Non-COVID-19 deaths	2021	November	70-79	"Second dose, less than 21 days ago"	11	137	7996.1	u	3974.0	14335.0
Non-COVID-19 deaths	2021	November	70-79	"Second dose, at least 21 days ago"	4857	82353	6361.1		6179.1	6543.1
Non-COVID-19 deaths	2021	November	70-79	"Third dose or booster, less than 21 days ago"	1149	124359	955.6		900.0	1011.3
Non-COVID-19 deaths	2021	November	70-79	"Third dose or booster, at least 21 days ago"	1988	136970	1397.6		1335.0	1460.2
Non-COVID-19 deaths	2021	November	80-89	Unvaccinated	395	4001	9750.4		8787.9	10712.9
Non-COVID-19 deaths	2021	November	80-89	"First dose, less than 21 days ago"	5	31	16225.2	u	5180.9	38036.8
Non-COVID-19 deaths	2021	November	80-89	"First dose, at least 21 days ago"	178	711	24451.5		20832.9	28070.1
Non-COVID-19 deaths	2021	November	80-89	"Second dose, less than 21 days ago"	9	73	11984.9	u	5412.4	22863.3
Non-COVID-19 deaths	2021	November	80-89	"Second dose, at least 21 days ago"	6046	27197	21816.7		21263.6	22369.8
Non-COVID-19 deaths	2021	November	80-89	"Third dose or booster, less than 21 days ago"	1433	32245	4442.1		4212.1	4672.1
Non-COVID-19 deaths	2021	November	80-89	"Third dose or booster, at least 21 days ago"	4513	104499	4306.4		4180.7	4432.0
Non-COVID-19 deaths	2021	November	90+	Unvaccinated	247	1166	21181.2		18621.7	23994.2
Non-COVID-19 deaths	2021	November	90+	"First dose, less than 21 days ago"	7	10	68822.3	u	27572.0	141807.5
Non-COVID-19 deaths	2021	November	90+	"First dose, at least 21 days ago"	109	246	44245.7		36329.4	53374.1
Non-COVID-19 deaths	2021	November	90+	"Second dose, less than 21 days ago"	11	27	41484.2	u	20680.3	74231.9
Non-COVID-19 deaths	2021	November	90+	"Second dose, at least 21 days ago"	3654	8861	41238.9		39912.4	42598.1
Non-COVID-19 deaths	2021	November	90+	"Third dose or booster, less than 21 days ago"	1111	7467	14878.0		14015.9	15779.3
Non-COVID-19 deaths	2021	November	90+	"Third dose or booster, at least 21 days ago"	3156	19968	15805.4		15258.7	16366.6
Non-COVID-19 deaths	2021	December	18-39	Unvaccinated	94	199655	48.9		39.5	60.0
Non-COVID-19 deaths	2021	December	18-39	"First dose, less than 21 days ago"	<3	6257	x		x	x
Non-COVID-19 deaths	2021	December	18-39	"First dose, at least 21 days ago"	23	47524	61.5		38.0	93.7
Non-COVID-19 deaths	2021	December	18-39	"Second dose, less than 21 days ago"	<3	12520	x		x	x
Non-COVID-19 deaths	2021	December	18-39	"Second dose, at least 21 days ago"	128	489958	27.1		22.4	31.8
Non-COVID-19 deaths	2021	December	18-39	"Third dose or booster, less than 21 days ago"	28	127012	21.4		14.1	31.2
Non-COVID-19 deaths	2021	December	18-39	"Third dose or booster, at least 21 days ago"	47	63927	66.6		47.5	90.5
Non-COVID-19 deaths	2021	December	40-49	Unvaccinated	75	58108	135.3		106.1	169.8
Non-COVID-19 deaths	2021	December	40-49	"First dose, less than 21 days ago"	<3	947	x		x	x
Non-COVID-19 deaths	2021	December	40-49	"First dose, at least 21 days ago"	38	9900	399.3		281.6	549.3
Non-COVID-19 deaths	2021	December	40-49	"Second dose, less than 21 days ago"	4	1889	234.7	u	62.5	603.8
Non-COVID-19 deaths	2021	December	40-49	"Second dose, at least 21 days ago"	284	202907	140.9		124.5	157.2
Non-COVID-19 deaths	2021	December	40-49	"Third dose or booster, less than 21 days ago"	52	117386	42.8		31.9	56.2
Non-COVID-19 deaths	2021	December	40-49	"Third dose or booster, at least 21 days ago"	127	73338	168.2		138.7	197.8
Non-COVID-19 deaths	2021	December	50-59	Unvaccinated	207	38237	547.5		472.8	622.1
Non-COVID-19 deaths	2021	December	50-59	"First dose, less than 21 days ago"	3	488	706.3	u	145.7	2064.2
Non-COVID-19 deaths	2021	December	50-59	"First dose, at least 21 days ago"	85	6221	1399.3		1116.6	1731.6
Non-COVID-19 deaths	2021	December	50-59	"Second dose, less than 21 days ago"	3	905	324.2	u	64.7	952.4
Non-COVID-19 deaths	2021	December	50-59	"Second dose, at least 21 days ago"	927	150128	626.3		585.9	666.7
Non-COVID-19 deaths	2021	December	50-59	"Third dose or booster, less than 21 days ago"	229	168801	132.9		115.6	150.1
Non-COVID-19 deaths	2021	December	50-59	"Third dose or booster, at least 21 days ago"	478	180031	259.2		235.7	282.6
Non-COVID-19 deaths	2021	December	60-69	Unvaccinated	260	21462	1262.1		1107.2	1417.0
Non-COVID-19 deaths	2021	December	60-69	"First dose, less than 21 days ago"	<3	193	x		x	x
Non-COVID-19 deaths	2021	December	60-69	"First dose, at least 21 days ago"	119	2953	4357.3		3561.7	5152.9
Non-COVID-19 deaths	2021	December	60-69	"Second dose, less than 21 days ago"	6	368	1600.9	u	562.6	3530.8
Non-COVID-19 deaths	2021	December	60-69	"Second dose, at least 21 days ago"	1702	64974	3019.3		2870.0	3168.6
Non-COVID-19 deaths	2021	December	60-69	"Third dose or booster, less than 21 days ago"	471	112682	455.2		412.9	497.5
Non-COVID-19 deaths	2021	December	60-69	"Third dose or booster, at least 21 days ago"	1589	248390	620.3		589.5	651.1
Non-COVID-19 deaths	2021	December	70-79	Unvaccinated	348	10172	3555.0		3177.8	3932.3
Non-COVID-19 deaths	2021	December	70-79	"First dose, less than 21 days ago"	6	71	8118.4	u	2965.7	17695.6
Non-COVID-19 deaths	2021	December	70-79	"First dose, at least 21 days ago"	139	1357	10480.6		8733.9	12227.2
Non-COVID-19 deaths	2021	December	70-79	"Second dose, less than 21 days ago"	9	149	6058.9	u	2760.0	11519.1
Non-COVID-19 deaths	2021	December	70-79	"Second dose, at least 21 days ago"	2921	21202	14188.8		13672.0	14705.7
Non-COVID-19 deaths	2021	December	70-79	"Third dose or booster, less than 21 days ago"	723	31565	2509.6		2323.0	2696.2
Non-COVID-19 deaths	2021	December	70-79	"Third dose or booster, at least 21 days ago"	5098	302748	1670.2		1624.4	1716.1
Non-COVID-19 deaths	2021	December	80-89	Unvaccinated	425	4063	10341.0		9357.0	11325.1
Non-COVID-19 deaths	2021	December	80-89	"First dose, less than 21 days ago"	3	36	8643.6	u	1743.0	25355.8
Non-COVID-19 deaths	2021	December	80-89	"First dose, at least 21 days ago"	186	656	27845.6		23813.4	31877.9
Non-COVID-19 deaths	2021	December	80-89	"Second dose, less than 21 days ago"	8	80	10131.0	u	4340.5	20019.0
Non-COVID-19 deaths	2021	December	80-89	"Second dose, at least 21 days ago"	3469	10523	32201.3		31120.1	33282.5
Non-COVID-19 deaths	2021	December	80-89	"Third dose or booster, less than 21 days ago"	904	9777	9045.2		8452.0	9638.4
Non-COVID-19 deaths	2021	December	80-89	"Third dose or booster, at least 21 days ago"	8860	149251	5914.8		5791.6	6037.9
Non-COVID-19 deaths	2021	December	90+	Unvaccinated	271	1181	22955.1		20303.0	25857.3
Non-COVID-19 deaths	2021	December	90+	"First dose, less than 21 days ago"	<3	11	x		x	x
Non-COVID-19 deaths	2021	December	90+	"First dose, at least 21 days ago"	105	223	47167.3		38577.2	57099.6
Non-COVID-19 deaths	2021	December	90+	"Second dose, less than 21 days ago"	9	29	30756.4	u	14034.6	58389.2
Non-COVID-19 deaths	2021	December	90+	"Second dose, at least 21 days ago"	2207	3594	61400.8		58865.6	64017.2
Non-COVID-19 deaths	2021	December	90+	"Third dose or booster, less than 21 days ago"	730	3303	22103.5		20528.9	23766.9
Non-COVID-19 deaths	2021	December	90+	"Third dose or booster, at least 21 days ago"	6146	30574	20102.0		19602.6	20611.0
Non-COVID-19 deaths	2022	January	18-39	Unvaccinated	54	190493	29.8		22.3	38.9
Non-COVID-19 deaths	2022	January	18-39	"First dose, less than 21 days ago"	<3	6207	x		x	x
Non-COVID-19 deaths	2022	January	18-39	"First dose, at least 21 days ago"	17	42854	50.1	u	28.3	81.4
Non-COVID-19 deaths	2022	January	18-39	"Second dose, less than 21 days ago"	<3	9042	x		x	x
Non-COVID-19 deaths	2022	January	18-39	"Second dose, at least 21 days ago"	102	285171	39.7		31.9	47.5
Non-COVID-19 deaths	2022	January	18-39	"Third dose or booster, less than 21 days ago"	14	125832	11.3	u	6.2	18.9
Non-COVID-19 deaths	2022	January	18-39	"Third dose or booster, at least 21 days ago"	86	286765	28.1		22.4	34.8
Non-COVID-19 deaths	2022	January	40-49	Unvaccinated	84	56984	155.8		124.0	193.2
Non-COVID-19 deaths	2022	January	40-49	"First dose, less than 21 days ago"	<3	893	x		x	x
Non-COVID-19 deaths	2022	January	40-49	"First dose, at least 21 days ago"	28	8998	323.5		214.0	468.8
Non-COVID-19 deaths	2022	January	40-49	"Second dose, less than 21 days ago"	<3	1477	x		x	x
Non-COVID-19 deaths	2022	January	40-49	"Second dose, at least 21 days ago"	169	86987	200.0		169.8	230.3
Non-COVID-19 deaths	2022	January	40-49	"Third dose or booster, less than 21 days ago"	22	56485	39.0		24.4	59.0
Non-COVID-19 deaths	2022	January	40-49	"Third dose or booster, at least 21 days ago"	244	252143	94.9		82.9	106.8
Non-COVID-19 deaths	2022	January	50-59	Unvaccinated	152	37625	409.2		344.1	474.3
Non-COVID-19 deaths	2022	January	50-59	"First dose, less than 21 days ago"	<3	473	x		x	x
Non-COVID-19 deaths	2022	January	50-59	"First dose, at least 21 days ago"	59	5812	1042.6		792.8	1345.9
Non-COVID-19 deaths	2022	January	50-59	"Second dose, less than 21 days ago"	3	748	431.4	u	86.1	1267.6
Non-COVID-19 deaths	2022	January	50-59	"Second dose, at least 21 days ago"	509	59445	877.8		801.3	954.3
Non-COVID-19 deaths	2022	January	50-59	"Third dose or booster, less than 21 days ago"	70	36930	192.5		150.0	243.3
Non-COVID-19 deaths	2022	January	50-59	"Third dose or booster, at least 21 days ago"	929	403481	226.3		211.7	240.9
Non-COVID-19 deaths	2022	January	60-69	Unvaccinated	220	21300	1055.6		914.7	1196.4
Non-COVID-19 deaths	2022	January	60-69	"First dose, less than 21 days ago"	<3	172	x		x	x
Non-COVID-19 deaths	2022	January	60-69	"First dose, at least 21 days ago"	99	2778	3759.0		3043.1	4590.4
Non-COVID-19 deaths	2022	January	60-69	"Second dose, less than 21 days ago"	9	301	3296.4	u	1459.1	6337.5
Non-COVID-19 deaths	2022	January	60-69	"Second dose, at least 21 days ago"	844	26946	3407.6		3172.5	3642.7
Non-COVID-19 deaths	2022	January	60-69	"Third dose or booster, less than 21 days ago"	133	14774	1078.4		886.2	1270.7
Non-COVID-19 deaths	2022	January	60-69	"Third dose or booster, at least 21 days ago"	2485	385521	645.3		619.9	670.7
Non-COVID-19 deaths	2022	January	70-79	Unvaccinated	326	10107	3366.8		2997.9	3735.7
Non-COVID-19 deaths	2022	January	70-79	"First dose, less than 21 days ago"	5	56	9176.4	u	2958.3	21456.7
Non-COVID-19 deaths	2022	January	70-79	"First dose, at least 21 days ago"	126	1274	10042.3		8285.1	11799.5
Non-COVID-19 deaths	2022	January	70-79	"Second dose, less than 21 days ago"	8	116	7369.1	u	3149.5	14574.8
Non-COVID-19 deaths	2022	January	70-79	"Second dose, at least 21 days ago"	1373	11357	12340.7		11686.1	12995.3
Non-COVID-19 deaths	2022	January	70-79	"Third dose or booster, less than 21 days ago"	227	4252	5527.1		4804.8	6249.3
Non-COVID-19 deaths	2022	January	70-79	"Third dose or booster, at least 21 days ago"	6326	340404	1853.4		1807.8	1899.1
Non-COVID-19 deaths	2022	January	80-89	Unvaccinated	357	3996	8876.8		7955.1	9798.4
Non-COVID-19 deaths	2022	January	80-89	"First dose, less than 21 days ago"	5	27	18334.4	u	5882.4	42926.3
Non-COVID-19 deaths	2022	January	80-89	"First dose, at least 21 days ago"	128	606	20325.4		16779.4	23871.3
Non-COVID-19 deaths	2022	January	80-89	"Second dose, less than 21 days ago"	6	54	10506.4	u	3808.1	22956.3
Non-COVID-19 deaths	2022	January	80-89	"Second dose, at least 21 days ago"	1694	5886	28276.1		26920.6	29631.6
Non-COVID-19 deaths	2022	January	80-89	"Third dose or booster, less than 21 days ago"	295	2085	13766.3		12176.4	15356.1
Non-COVID-19 deaths	2022	January	80-89	"Third dose or booster, at least 21 days ago"	10251	161804	6296.6		6174.7	6418.5
Non-COVID-19 deaths	2022	January	90+	Unvaccinated	270	1158	23319.2		20620.2	26273.2
Non-COVID-19 deaths	2022	January	90+	"First dose, less than 21 days ago"	6	9	66308.6	u	24213.0	144330.5
Non-COVID-19 deaths	2022	January	90+	"First dose, at least 21 days ago"	92	203	45299.9		36517.0	55557.0
Non-COVID-19 deaths	2022	January	90+	"Second dose, less than 21 days ago"	3	19	16132.9	u	3242.5	47137.7
Non-COVID-19 deaths	2022	January	90+	"Second dose, at least 21 days ago"	1040	1832	56760.5		53362.7	60317.9
Non-COVID-19 deaths	2022	January	90+	"Third dose or booster, less than 21 days ago"	195	783	24916.0		21541.2	28669.5
Non-COVID-19 deaths	2022	January	90+	"Third dose or booster, at least 21 days ago"	6924	34865	19859.7		19394.6	20333.1
Non-COVID-19 deaths	2022	February	18-39	Unvaccinated	34	167248	21.0		14.5	29.4
Non-COVID-19 deaths	2022	February	18-39	"First dose, less than 21 days ago"	<3	2981	x		x	x
Non-COVID-19 deaths	2022	February	18-39	"First dose, at least 21 days ago"	12	39313	35.4	u	17.2	63.5
Non-COVID-19 deaths	2022	February	18-39	"Second dose, less than 21 days ago"	<3	4918	x		x	x
Non-COVID-19 deaths	2022	February	18-39	"Second dose, at least 21 days ago"	60	232455	29.4		22.3	38.0
Non-COVID-19 deaths	2022	February	18-39	"Third dose or booster, less than 21 days ago"	<3	19296	x		x	x
Non-COVID-19 deaths	2022	February	18-39	"Third dose or booster, at least 21 days ago"	108	388262	26.7		21.7	31.8
Non-COVID-19 deaths	2022	February	40-49	Unvaccinated	49	50959	101.2		74.6	134.1
Non-COVID-19 deaths	2022	February	40-49	"First dose, less than 21 days ago"	<3	410	x		x	x
Non-COVID-19 deaths	2022	February	40-49	"First dose, at least 21 days ago"	28	8080	367.9		243.4	533.0
Non-COVID-19 deaths	2022	February	40-49	"Second dose, less than 21 days ago"	<3	758	x		x	x
Non-COVID-19 deaths	2022	February	40-49	"Second dose, at least 21 days ago"	110	68430	162.6		132.1	193.2
Non-COVID-19 deaths	2022	February	40-49	"Third dose or booster, less than 21 days ago"	4	5725	66.7	u	18.2	170.7
Non-COVID-19 deaths	2022	February	40-49	"Third dose or booster, at least 21 days ago"	257	284214	89.6		78.6	100.6
Non-COVID-19 deaths	2022	February	50-59	Unvaccinated	155	33699	465.6		392.2	538.9
Non-COVID-19 deaths	2022	February	50-59	"First dose, less than 21 days ago"	<3	224	x		x	x
Non-COVID-19 deaths	2022	February	50-59	"First dose, at least 21 days ago"	43	5221	830.6		600.2	1119.8
Non-COVID-19 deaths	2022	February	50-59	"Second dose, less than 21 days ago"	<3	414	x		x	x
Non-COVID-19 deaths	2022	February	50-59	"Second dose, at least 21 days ago"	326	47223	709.1		631.9	786.3
Non-COVID-19 deaths	2022	February	50-59	"Third dose or booster, less than 21 days ago"	9	3717	256.6	u	117.0	487.7
Non-COVID-19 deaths	2022	February	50-59	"Third dose or booster, at least 21 days ago"	1000	401033	244.5		229.3	259.7
Non-COVID-19 deaths	2022	February	60-69	Unvaccinated	221	19187	1192.2		1033.6	1350.9
Non-COVID-19 deaths	2022	February	60-69	"First dose, less than 21 days ago"	<3	82	x		x	x
Non-COVID-19 deaths	2022	February	60-69	"First dose, at least 21 days ago"	63	2478	2717.5		2077.4	3490.0
Non-COVID-19 deaths	2022	February	60-69	"Second dose, less than 21 days ago"	<3	169	x		x	x
Non-COVID-19 deaths	2022	February	60-69	"Second dose, at least 21 days ago"	565	21570	2811.8		2574.7	3049.0
Non-COVID-19 deaths	2022	February	60-69	"Third dose or booster, less than 21 days ago"	22	1624	1519.0		937.3	2319.9
Non-COVID-19 deaths	2022	February	60-69	"Third dose or booster, at least 21 days ago"	2443	363690	675.3		648.5	702.1
Non-COVID-19 deaths	2022	February	70-79	Unvaccinated	265	9125	3020.4		2653.5	3387.2
Non-COVID-19 deaths	2022	February	70-79	"First dose, less than 21 days ago"	<3	25	x		x	x
